Year,Sex,Cancer_Type,Aust_Mortality_to_incidence_ratio,Segi_Mortality_to_incidence_ratio,WHO_Mortality_to_incidence_ratio
1998,Female,Non-Hodgkin lymphoma,0.5,0.45,0.46
1999,Female,Non-Hodgkin lymphoma,0.45,0.4,0.42
2000,Female,Non-Hodgkin lymphoma,0.44,0.38,0.4
2001,Female,Non-Hodgkin lymphoma,0.43,0.37,0.38
2002,Female,Non-Hodgkin lymphoma,0.4,0.35,0.36
2003,Female,Non-Hodgkin lymphoma,0.37,0.32,0.34
2004,Female,Non-Hodgkin lymphoma,0.4,0.33,0.35
2005,Female,Non-Hodgkin lymphoma,0.33,0.28,0.3
2006,Female,Non-Hodgkin lymphoma,0.34,0.26,0.29
2007,Female,Non-Hodgkin lymphoma,0.3,0.24,0.26
2008,Female,Non-Hodgkin lymphoma,0.3,0.24,0.26
2009,Female,Non-Hodgkin lymphoma,0.29,0.22,0.25
2010,Female,Non-Hodgkin lymphoma,0.27,0.21,0.23
2011,Female,Non-Hodgkin lymphoma,,,
1968,Persons,Non-Hodgkin lymphoma,,,
1969,Persons,Non-Hodgkin lymphoma,,,
1970,Persons,Non-Hodgkin lymphoma,,,
1971,Persons,Non-Hodgkin lymphoma,,,
1972,Persons,Non-Hodgkin lymphoma,,,
1973,Persons,Non-Hodgkin lymphoma,,,
1974,Persons,Non-Hodgkin lymphoma,,,
1975,Persons,Non-Hodgkin lymphoma,,,
1976,Persons,Non-Hodgkin lymphoma,,,
1977,Persons,Non-Hodgkin lymphoma,,,
1978,Persons,Non-Hodgkin lymphoma,,,
1979,Persons,Non-Hodgkin lymphoma,,,
1980,Persons,Non-Hodgkin lymphoma,,,
1981,Persons,Non-Hodgkin lymphoma,,,
1982,Persons,Non-Hodgkin lymphoma,0.51,0.48,0.49
1983,Persons,Non-Hodgkin lymphoma,0.54,0.5,0.51
1984,Persons,Non-Hodgkin lymphoma,0.48,0.44,0.45
1985,Persons,Non-Hodgkin lymphoma,0.52,0.47,0.49
1986,Persons,Non-Hodgkin lymphoma,0.56,0.51,0.53
1987,Persons,Non-Hodgkin lymphoma,0.49,0.44,0.45
1988,Persons,Non-Hodgkin lymphoma,0.53,0.47,0.49
1989,Persons,Non-Hodgkin lymphoma,0.52,0.47,0.49
1990,Persons,Non-Hodgkin lymphoma,0.51,0.46,0.47
1991,Persons,Non-Hodgkin lymphoma,0.5,0.45,0.47
1992,Persons,Non-Hodgkin lymphoma,0.49,0.43,0.45
1993,Persons,Non-Hodgkin lymphoma,0.5,0.45,0.47
1994,Persons,Non-Hodgkin lymphoma,0.52,0.46,0.48
1995,Persons,Non-Hodgkin lymphoma,0.5,0.44,0.46
1996,Persons,Non-Hodgkin lymphoma,0.45,0.4,0.42
1997,Persons,Non-Hodgkin lymphoma,0.5,0.44,0.46
1998,Persons,Non-Hodgkin lymphoma,0.48,0.42,0.44
1999,Persons,Non-Hodgkin lymphoma,0.45,0.41,0.42
2000,Persons,Non-Hodgkin lymphoma,0.46,0.4,0.41
2001,Persons,Non-Hodgkin lymphoma,0.43,0.37,0.38
2002,Persons,Non-Hodgkin lymphoma,0.41,0.35,0.37
2003,Persons,Non-Hodgkin lymphoma,0.39,0.33,0.35
2004,Persons,Non-Hodgkin lymphoma,0.38,0.32,0.34
2005,Persons,Non-Hodgkin lymphoma,0.34,0.29,0.31
2006,Persons,Non-Hodgkin lymphoma,0.35,0.28,0.31
2007,Persons,Non-Hodgkin lymphoma,0.33,0.27,0.29
2008,Persons,Non-Hodgkin lymphoma,0.33,0.27,0.28
2009,Persons,Non-Hodgkin lymphoma,0.3,0.24,0.26
2010,Persons,Non-Hodgkin lymphoma,0.29,0.24,0.25
2011,Persons,Non-Hodgkin lymphoma,,,
1968,Male,"Non-melanoma skin cancer, all types",,,
1969,Male,"Non-melanoma skin cancer, all types",,,
1970,Male,"Non-melanoma skin cancer, all types",,,
1971,Male,"Non-melanoma skin cancer, all types",,,
1972,Male,"Non-melanoma skin cancer, all types",,,
1973,Male,"Non-melanoma skin cancer, all types",,,
1974,Male,"Non-melanoma skin cancer, all types",,,
1975,Male,"Non-melanoma skin cancer, all types",,,
1976,Male,"Non-melanoma skin cancer, all types",,,
1977,Male,"Non-melanoma skin cancer, all types",,,
1978,Male,"Non-melanoma skin cancer, all types",,,
1979,Male,"Non-melanoma skin cancer, all types",,,
1980,Male,"Non-melanoma skin cancer, all types",,,
1981,Male,"Non-melanoma skin cancer, all types",,,
1982,Male,"Non-melanoma skin cancer, all types",,,
1983,Male,"Non-melanoma skin cancer, all types",,,
1984,Male,"Non-melanoma skin cancer, all types",,,
1985,Male,"Non-melanoma skin cancer, all types",,,
1986,Male,"Non-melanoma skin cancer, all types",,,
1987,Male,"Non-melanoma skin cancer, all types",,,
1988,Male,"Non-melanoma skin cancer, all types",,,
1989,Male,"Non-melanoma skin cancer, all types",,,
1990,Male,"Non-melanoma skin cancer, all types",,,
1991,Male,"Non-melanoma skin cancer, all types",,,
1992,Male,"Non-melanoma skin cancer, all types",,,
1993,Male,"Non-melanoma skin cancer, all types",,,
1994,Male,"Non-melanoma skin cancer, all types",,,
1995,Male,"Non-melanoma skin cancer, all types",,,
1996,Male,"Non-melanoma skin cancer, all types",,,
1997,Male,"Non-melanoma skin cancer, all types",,,
1998,Male,"Non-melanoma skin cancer, all types",,,
1999,Male,"Non-melanoma skin cancer, all types",,,
2000,Male,"Non-melanoma skin cancer, all types",,,
2001,Male,"Non-melanoma skin cancer, all types",,,
2002,Male,"Non-melanoma skin cancer, all types",,,
2003,Male,"Non-melanoma skin cancer, all types",,,
2004,Male,"Non-melanoma skin cancer, all types",,,
2005,Male,"Non-melanoma skin cancer, all types",,,
2006,Male,"Non-melanoma skin cancer, all types",,,
2007,Male,"Non-melanoma skin cancer, all types",,,
2008,Male,"Non-melanoma skin cancer, all types",,,
2009,Male,"Non-melanoma skin cancer, all types",,,
2010,Male,"Non-melanoma skin cancer, all types",,,
2011,Male,"Non-melanoma skin cancer, all types",,,
1968,Female,"Non-melanoma skin cancer, all types",,,
1969,Female,"Non-melanoma skin cancer, all types",,,
1970,Female,"Non-melanoma skin cancer, all types",,,
1971,Female,"Non-melanoma skin cancer, all types",,,
1972,Female,"Non-melanoma skin cancer, all types",,,
1973,Female,"Non-melanoma skin cancer, all types",,,
1974,Female,"Non-melanoma skin cancer, all types",,,
1975,Female,"Non-melanoma skin cancer, all types",,,
1976,Female,"Non-melanoma skin cancer, all types",,,
1977,Female,"Non-melanoma skin cancer, all types",,,
1978,Female,"Non-melanoma skin cancer, all types",,,
1979,Female,"Non-melanoma skin cancer, all types",,,
1980,Female,"Non-melanoma skin cancer, all types",,,
1981,Female,"Non-melanoma skin cancer, all types",,,
1982,Female,"Non-melanoma skin cancer, all types",,,
1983,Female,"Non-melanoma skin cancer, all types",,,
1984,Female,"Non-melanoma skin cancer, all types",,,
1985,Female,"Non-melanoma skin cancer, all types",,,
1986,Female,"Non-melanoma skin cancer, all types",,,
1987,Female,"Non-melanoma skin cancer, all types",,,
1988,Female,"Non-melanoma skin cancer, all types",,,
1989,Female,"Non-melanoma skin cancer, all types",,,
1990,Female,"Non-melanoma skin cancer, all types",,,
1991,Female,"Non-melanoma skin cancer, all types",,,
1992,Female,"Non-melanoma skin cancer, all types",,,
1993,Female,"Non-melanoma skin cancer, all types",,,
1994,Female,"Non-melanoma skin cancer, all types",,,
1995,Female,"Non-melanoma skin cancer, all types",,,
1996,Female,"Non-melanoma skin cancer, all types",,,
1997,Female,"Non-melanoma skin cancer, all types",,,
1998,Female,"Non-melanoma skin cancer, all types",,,
1999,Female,"Non-melanoma skin cancer, all types",,,
2000,Female,"Non-melanoma skin cancer, all types",,,
2001,Female,"Non-melanoma skin cancer, all types",,,
2002,Female,"Non-melanoma skin cancer, all types",,,
2003,Female,"Non-melanoma skin cancer, all types",,,
2004,Female,"Non-melanoma skin cancer, all types",,,
2005,Female,"Non-melanoma skin cancer, all types",,,
2006,Female,"Non-melanoma skin cancer, all types",,,
2007,Female,"Non-melanoma skin cancer, all types",,,
2008,Female,"Non-melanoma skin cancer, all types",,,
2009,Female,"Non-melanoma skin cancer, all types",,,
2010,Female,"Non-melanoma skin cancer, all types",,,
2011,Female,"Non-melanoma skin cancer, all types",,,
1968,Persons,"Non-melanoma skin cancer, all types",,,
1969,Persons,"Non-melanoma skin cancer, all types",,,
1970,Persons,"Non-melanoma skin cancer, all types",,,
1971,Persons,"Non-melanoma skin cancer, all types",,,
1972,Persons,"Non-melanoma skin cancer, all types",,,
1973,Persons,"Non-melanoma skin cancer, all types",,,
1974,Persons,"Non-melanoma skin cancer, all types",,,
1975,Persons,"Non-melanoma skin cancer, all types",,,
1976,Persons,"Non-melanoma skin cancer, all types",,,
1977,Persons,"Non-melanoma skin cancer, all types",,,
1978,Persons,"Non-melanoma skin cancer, all types",,,
1979,Persons,"Non-melanoma skin cancer, all types",,,
1980,Persons,"Non-melanoma skin cancer, all types",,,
1981,Persons,"Non-melanoma skin cancer, all types",,,
1982,Persons,"Non-melanoma skin cancer, all types",,,
1983,Persons,"Non-melanoma skin cancer, all types",,,
1984,Persons,"Non-melanoma skin cancer, all types",,,
1985,Persons,"Non-melanoma skin cancer, all types",,,
1986,Persons,"Non-melanoma skin cancer, all types",,,
1987,Persons,"Non-melanoma skin cancer, all types",,,
1988,Persons,"Non-melanoma skin cancer, all types",,,
1989,Persons,"Non-melanoma skin cancer, all types",,,
1990,Persons,"Non-melanoma skin cancer, all types",,,
1991,Persons,"Non-melanoma skin cancer, all types",,,
1992,Persons,"Non-melanoma skin cancer, all types",,,
1993,Persons,"Non-melanoma skin cancer, all types",,,
1994,Persons,"Non-melanoma skin cancer, all types",,,
1995,Persons,"Non-melanoma skin cancer, all types",,,
1996,Persons,"Non-melanoma skin cancer, all types",,,
1997,Persons,"Non-melanoma skin cancer, all types",,,
1998,Persons,"Non-melanoma skin cancer, all types",,,
1999,Persons,"Non-melanoma skin cancer, all types",,,
2000,Persons,"Non-melanoma skin cancer, all types",,,
2001,Persons,"Non-melanoma skin cancer, all types",,,
2002,Persons,"Non-melanoma skin cancer, all types",,,
2003,Persons,"Non-melanoma skin cancer, all types",,,
2004,Persons,"Non-melanoma skin cancer, all types",,,
2005,Persons,"Non-melanoma skin cancer, all types",,,
2006,Persons,"Non-melanoma skin cancer, all types",,,
2007,Persons,"Non-melanoma skin cancer, all types",,,
2008,Persons,"Non-melanoma skin cancer, all types",,,
2009,Persons,"Non-melanoma skin cancer, all types",,,
2010,Persons,"Non-melanoma skin cancer, all types",,,
2011,Persons,"Non-melanoma skin cancer, all types",,,
1968,Male,"Non-melanoma skin cancer, rare types",,,
1969,Male,"Non-melanoma skin cancer, rare types",,,
1970,Male,"Non-melanoma skin cancer, rare types",,,
1971,Male,"Non-melanoma skin cancer, rare types",,,
1972,Male,"Non-melanoma skin cancer, rare types",,,
1973,Male,"Non-melanoma skin cancer, rare types",,,
1974,Male,"Non-melanoma skin cancer, rare types",,,
1975,Male,"Non-melanoma skin cancer, rare types",,,
1976,Male,"Non-melanoma skin cancer, rare types",,,
1977,Male,"Non-melanoma skin cancer, rare types",,,
1978,Male,"Non-melanoma skin cancer, rare types",,,
1979,Male,"Non-melanoma skin cancer, rare types",,,
1980,Male,"Non-melanoma skin cancer, rare types",,,
1981,Male,"Non-melanoma skin cancer, rare types",,,
1982,Male,"Non-melanoma skin cancer, rare types",,,
1983,Male,"Non-melanoma skin cancer, rare types",,,
1984,Male,"Non-melanoma skin cancer, rare types",,,
1985,Male,"Non-melanoma skin cancer, rare types",,,
1986,Male,"Non-melanoma skin cancer, rare types",,,
1987,Male,"Non-melanoma skin cancer, rare types",,,
1988,Male,"Non-melanoma skin cancer, rare types",,,
1989,Male,"Non-melanoma skin cancer, rare types",,,
1990,Male,"Non-melanoma skin cancer, rare types",,,
1991,Male,"Non-melanoma skin cancer, rare types",,,
1992,Male,"Non-melanoma skin cancer, rare types",,,
1993,Male,"Non-melanoma skin cancer, rare types",,,
1994,Male,"Non-melanoma skin cancer, rare types",,,
1995,Male,"Non-melanoma skin cancer, rare types",,,
1996,Male,"Non-melanoma skin cancer, rare types",,,
1997,Male,"Non-melanoma skin cancer, rare types",,,
1998,Male,"Non-melanoma skin cancer, rare types",,,
1999,Male,"Non-melanoma skin cancer, rare types",,,
2000,Male,"Non-melanoma skin cancer, rare types",,,
2001,Male,"Non-melanoma skin cancer, rare types",,,
2002,Male,"Non-melanoma skin cancer, rare types",,,
2003,Male,"Non-melanoma skin cancer, rare types",,,
2004,Male,"Non-melanoma skin cancer, rare types",,,
2005,Male,"Non-melanoma skin cancer, rare types",,,
2006,Male,"Non-melanoma skin cancer, rare types",,,
2007,Male,"Non-melanoma skin cancer, rare types",,,
2008,Male,"Non-melanoma skin cancer, rare types",,,
2009,Male,"Non-melanoma skin cancer, rare types",,,
2010,Male,"Non-melanoma skin cancer, rare types",,,
2011,Male,"Non-melanoma skin cancer, rare types",,,
1968,Female,"Non-melanoma skin cancer, rare types",,,
1969,Female,"Non-melanoma skin cancer, rare types",,,
1970,Female,"Non-melanoma skin cancer, rare types",,,
1971,Female,"Non-melanoma skin cancer, rare types",,,
1972,Female,"Non-melanoma skin cancer, rare types",,,
1973,Female,"Non-melanoma skin cancer, rare types",,,
1974,Female,"Non-melanoma skin cancer, rare types",,,
1975,Female,"Non-melanoma skin cancer, rare types",,,
1976,Female,"Non-melanoma skin cancer, rare types",,,
1977,Female,"Non-melanoma skin cancer, rare types",,,
1978,Female,"Non-melanoma skin cancer, rare types",,,
1979,Female,"Non-melanoma skin cancer, rare types",,,
1980,Female,"Non-melanoma skin cancer, rare types",,,
1981,Female,"Non-melanoma skin cancer, rare types",,,
1982,Female,"Non-melanoma skin cancer, rare types",,,
1983,Female,"Non-melanoma skin cancer, rare types",,,
1984,Female,"Non-melanoma skin cancer, rare types",,,
1985,Female,"Non-melanoma skin cancer, rare types",,,
1986,Female,"Non-melanoma skin cancer, rare types",,,
1987,Female,"Non-melanoma skin cancer, rare types",,,
1988,Female,"Non-melanoma skin cancer, rare types",,,
1989,Female,"Non-melanoma skin cancer, rare types",,,
1990,Female,"Non-melanoma skin cancer, rare types",,,
1991,Female,"Non-melanoma skin cancer, rare types",,,
1992,Female,"Non-melanoma skin cancer, rare types",,,
1993,Female,"Non-melanoma skin cancer, rare types",,,
1994,Female,"Non-melanoma skin cancer, rare types",,,
1995,Female,"Non-melanoma skin cancer, rare types",,,
1996,Female,"Non-melanoma skin cancer, rare types",,,
1997,Female,"Non-melanoma skin cancer, rare types",,,
1998,Female,"Non-melanoma skin cancer, rare types",,,
1999,Female,"Non-melanoma skin cancer, rare types",,,
2000,Female,"Non-melanoma skin cancer, rare types",,,
2001,Female,"Non-melanoma skin cancer, rare types",,,
2002,Female,"Non-melanoma skin cancer, rare types",,,
2003,Female,"Non-melanoma skin cancer, rare types",,,
2004,Female,"Non-melanoma skin cancer, rare types",,,
2005,Female,"Non-melanoma skin cancer, rare types",,,
2006,Female,"Non-melanoma skin cancer, rare types",,,
2007,Female,"Non-melanoma skin cancer, rare types",,,
2008,Female,"Non-melanoma skin cancer, rare types",,,
2009,Female,"Non-melanoma skin cancer, rare types",,,
2010,Female,"Non-melanoma skin cancer, rare types",,,
2011,Female,"Non-melanoma skin cancer, rare types",,,
1968,Persons,"Non-melanoma skin cancer, rare types",,,
1969,Persons,"Non-melanoma skin cancer, rare types",,,
1970,Persons,"Non-melanoma skin cancer, rare types",,,
1971,Persons,"Non-melanoma skin cancer, rare types",,,
1972,Persons,"Non-melanoma skin cancer, rare types",,,
1973,Persons,"Non-melanoma skin cancer, rare types",,,
1974,Persons,"Non-melanoma skin cancer, rare types",,,
1975,Persons,"Non-melanoma skin cancer, rare types",,,
1976,Persons,"Non-melanoma skin cancer, rare types",,,
1977,Persons,"Non-melanoma skin cancer, rare types",,,
1978,Persons,"Non-melanoma skin cancer, rare types",,,
1979,Persons,"Non-melanoma skin cancer, rare types",,,
1980,Persons,"Non-melanoma skin cancer, rare types",,,
1981,Persons,"Non-melanoma skin cancer, rare types",,,
1982,Persons,"Non-melanoma skin cancer, rare types",,,
1983,Persons,"Non-melanoma skin cancer, rare types",,,
1984,Persons,"Non-melanoma skin cancer, rare types",,,
1985,Persons,"Non-melanoma skin cancer, rare types",,,
1986,Persons,"Non-melanoma skin cancer, rare types",,,
1987,Persons,"Non-melanoma skin cancer, rare types",,,
1988,Persons,"Non-melanoma skin cancer, rare types",,,
1989,Persons,"Non-melanoma skin cancer, rare types",,,
1990,Persons,"Non-melanoma skin cancer, rare types",,,
1991,Persons,"Non-melanoma skin cancer, rare types",,,
1992,Persons,"Non-melanoma skin cancer, rare types",,,
1993,Persons,"Non-melanoma skin cancer, rare types",,,
1994,Persons,"Non-melanoma skin cancer, rare types",,,
1995,Persons,"Non-melanoma skin cancer, rare types",,,
1996,Persons,"Non-melanoma skin cancer, rare types",,,
1997,Persons,"Non-melanoma skin cancer, rare types",,,
1998,Persons,"Non-melanoma skin cancer, rare types",,,
1999,Persons,"Non-melanoma skin cancer, rare types",,,
2000,Persons,"Non-melanoma skin cancer, rare types",,,
2001,Persons,"Non-melanoma skin cancer, rare types",,,
2002,Persons,"Non-melanoma skin cancer, rare types",,,
2003,Persons,"Non-melanoma skin cancer, rare types",,,
2004,Persons,"Non-melanoma skin cancer, rare types",,,
2005,Persons,"Non-melanoma skin cancer, rare types",,,
2006,Persons,"Non-melanoma skin cancer, rare types",,,
2007,Persons,"Non-melanoma skin cancer, rare types",,,
2008,Persons,"Non-melanoma skin cancer, rare types",,,
2009,Persons,"Non-melanoma skin cancer, rare types",,,
2010,Persons,"Non-melanoma skin cancer, rare types",,,
2011,Persons,"Non-melanoma skin cancer, rare types",,,
1968,Male,Oesophageal cancer,,,
1969,Male,Oesophageal cancer,,,
1970,Male,Oesophageal cancer,,,
1971,Male,Oesophageal cancer,,,
1972,Male,Oesophageal cancer,,,
1973,Male,Oesophageal cancer,,,
1974,Male,Oesophageal cancer,,,
1975,Male,Oesophageal cancer,,,
1976,Male,Oesophageal cancer,,,
1977,Male,Oesophageal cancer,,,
1978,Male,Oesophageal cancer,,,
1979,Male,Oesophageal cancer,,,
1980,Male,Oesophageal cancer,,,
1981,Male,Oesophageal cancer,,,
1982,Male,Oesophageal cancer,1.11,1.06,1.08
1983,Male,Oesophageal cancer,1.02,0.99,1
1984,Male,Oesophageal cancer,1.03,1,1.01
1985,Male,Oesophageal cancer,1.15,1.1,1.12
1986,Male,Oesophageal cancer,1.04,1.02,1.02
1987,Male,Oesophageal cancer,0.97,0.95,0.95
1988,Male,Oesophageal cancer,1.04,1.03,1.02
1989,Male,Oesophageal cancer,1.09,1.05,1.07
1990,Male,Oesophageal cancer,1.02,0.98,1
1991,Male,Oesophageal cancer,0.99,0.97,0.97
1992,Male,Oesophageal cancer,1.03,1.02,1.03
1993,Male,Oesophageal cancer,1.01,0.96,0.98
1994,Male,Oesophageal cancer,0.95,0.93,0.93
1995,Male,Oesophageal cancer,1.06,1.02,1.04
1996,Male,Oesophageal cancer,0.98,0.94,0.95
1997,Male,Oesophageal cancer,1.06,1.05,1.05
1998,Male,Oesophageal cancer,1.04,1.02,1.02
1999,Male,Oesophageal cancer,0.92,0.89,0.9
2000,Male,Oesophageal cancer,0.97,0.93,0.94
2001,Male,Oesophageal cancer,1,0.94,0.97
2002,Male,Oesophageal cancer,0.97,0.92,0.94
2003,Male,Oesophageal cancer,1.01,0.99,0.99
2004,Male,Oesophageal cancer,0.95,0.92,0.94
2005,Male,Oesophageal cancer,0.99,0.97,0.98
2006,Male,Oesophageal cancer,0.94,0.93,0.93
2007,Male,Oesophageal cancer,0.91,0.9,0.9
2008,Male,Oesophageal cancer,0.93,0.88,0.9
2009,Male,Oesophageal cancer,0.93,0.88,0.9
2010,Male,Oesophageal cancer,0.86,0.85,0.85
2011,Male,Oesophageal cancer,,,
1968,Female,Oesophageal cancer,,,
1969,Female,Oesophageal cancer,,,
1970,Female,Oesophageal cancer,,,
1971,Female,Oesophageal cancer,,,
1972,Female,Oesophageal cancer,,,
1973,Female,Oesophageal cancer,,,
1974,Female,Oesophageal cancer,,,
1975,Female,Oesophageal cancer,,,
1976,Female,Oesophageal cancer,,,
1977,Female,Oesophageal cancer,,,
1978,Female,Oesophageal cancer,,,
1979,Female,Oesophageal cancer,,,
1980,Female,Oesophageal cancer,,,
1981,Female,Oesophageal cancer,,,
1982,Female,Oesophageal cancer,0.88,0.83,0.85
1983,Female,Oesophageal cancer,0.91,0.93,0.91
1984,Female,Oesophageal cancer,0.8,0.74,0.76
1985,Female,Oesophageal cancer,0.9,0.9,0.9
1986,Female,Oesophageal cancer,0.9,0.83,0.85
1987,Female,Oesophageal cancer,0.85,0.81,0.82
1988,Female,Oesophageal cancer,0.83,0.79,0.82
1989,Female,Oesophageal cancer,1.04,1.01,1.01
1990,Female,Oesophageal cancer,0.75,0.73,0.74
1991,Female,Oesophageal cancer,0.89,0.82,0.85
1992,Female,Oesophageal cancer,0.8,0.76,0.77
1993,Female,Oesophageal cancer,0.78,0.76,0.76
1994,Female,Oesophageal cancer,0.88,0.82,0.84
1995,Female,Oesophageal cancer,0.82,0.76,0.78
1996,Female,Oesophageal cancer,0.91,0.88,0.89
1997,Female,Oesophageal cancer,0.81,0.76,0.78
1998,Female,Oesophageal cancer,0.86,0.79,0.82
1999,Female,Oesophageal cancer,0.78,0.72,0.74
2000,Female,Oesophageal cancer,0.77,0.72,0.74
2001,Female,Oesophageal cancer,0.89,0.82,0.85
2002,Female,Oesophageal cancer,0.86,0.83,0.84
2003,Female,Oesophageal cancer,0.9,0.86,0.88
2004,Female,Oesophageal cancer,0.78,0.75,0.75
2005,Female,Oesophageal cancer,1.02,0.97,0.99
2006,Female,Oesophageal cancer,0.92,0.88,0.89
2007,Female,Oesophageal cancer,0.79,0.73,0.76
2008,Female,Oesophageal cancer,0.93,0.87,0.89
2009,Female,Oesophageal cancer,0.89,0.85,0.86
2010,Female,Oesophageal cancer,0.76,0.7,0.72
2011,Female,Oesophageal cancer,,,
1968,Persons,Oesophageal cancer,,,
1969,Persons,Oesophageal cancer,,,
1970,Persons,Oesophageal cancer,,,
1971,Persons,Oesophageal cancer,,,
1972,Persons,Oesophageal cancer,,,
1973,Persons,Oesophageal cancer,,,
1974,Persons,Oesophageal cancer,,,
1975,Persons,Oesophageal cancer,,,
1976,Persons,Oesophageal cancer,,,
1977,Persons,Oesophageal cancer,,,
1978,Persons,Oesophageal cancer,,,
1979,Persons,Oesophageal cancer,,,
1980,Persons,Oesophageal cancer,,,
1981,Persons,Oesophageal cancer,,,
1982,Persons,Oesophageal cancer,1.01,0.97,0.98
1983,Persons,Oesophageal cancer,0.97,0.96,0.96
1984,Persons,Oesophageal cancer,0.94,0.9,0.91
1985,Persons,Oesophageal cancer,1.03,1.01,1.02
1986,Persons,Oesophageal cancer,0.98,0.94,0.96
1987,Persons,Oesophageal cancer,0.92,0.89,0.9
1988,Persons,Oesophageal cancer,0.94,0.93,0.93
1989,Persons,Oesophageal cancer,1.07,1.04,1.05
1990,Persons,Oesophageal cancer,0.91,0.89,0.9
1991,Persons,Oesophageal cancer,0.95,0.92,0.93
1992,Persons,Oesophageal cancer,0.95,0.94,0.94
1993,Persons,Oesophageal cancer,0.91,0.89,0.89
1994,Persons,Oesophageal cancer,0.92,0.89,0.9
1995,Persons,Oesophageal cancer,0.96,0.93,0.95
1996,Persons,Oesophageal cancer,0.94,0.91,0.92
1997,Persons,Oesophageal cancer,0.97,0.96,0.96
1998,Persons,Oesophageal cancer,0.97,0.94,0.95
1999,Persons,Oesophageal cancer,0.87,0.83,0.85
2000,Persons,Oesophageal cancer,0.9,0.86,0.87
2001,Persons,Oesophageal cancer,0.96,0.9,0.92
2002,Persons,Oesophageal cancer,0.92,0.89,0.9
2003,Persons,Oesophageal cancer,0.97,0.95,0.96
2004,Persons,Oesophageal cancer,0.89,0.87,0.88
2005,Persons,Oesophageal cancer,1,0.97,0.98
2006,Persons,Oesophageal cancer,0.94,0.92,0.92
2007,Persons,Oesophageal cancer,0.87,0.85,0.86
2008,Persons,Oesophageal cancer,0.92,0.87,0.89
2009,Persons,Oesophageal cancer,0.91,0.86,0.88
2010,Persons,Oesophageal cancer,0.84,0.82,0.82
2011,Persons,Oesophageal cancer,,,
1968,Male,Ovarian cancer,,,
1969,Male,Ovarian cancer,,,
1970,Male,Ovarian cancer,,,
1971,Male,Ovarian cancer,,,
1972,Male,Ovarian cancer,,,
1973,Male,Ovarian cancer,,,
1974,Male,Ovarian cancer,,,
1975,Male,Ovarian cancer,,,
1976,Male,Ovarian cancer,,,
1977,Male,Ovarian cancer,,,
1978,Male,Ovarian cancer,,,
1979,Male,Ovarian cancer,,,
1980,Male,Ovarian cancer,,,
1981,Male,Ovarian cancer,,,
1982,Male,Ovarian cancer,,,
1983,Male,Ovarian cancer,,,
1984,Male,Ovarian cancer,,,
1985,Male,Ovarian cancer,,,
1986,Male,Ovarian cancer,,,
1987,Male,Ovarian cancer,,,
1988,Male,Ovarian cancer,,,
1989,Male,Ovarian cancer,,,
1990,Male,Ovarian cancer,,,
1991,Male,Ovarian cancer,,,
1992,Male,Ovarian cancer,,,
1993,Male,Ovarian cancer,,,
1994,Male,Ovarian cancer,,,
1995,Male,Ovarian cancer,,,
1996,Male,Ovarian cancer,,,
1997,Male,Ovarian cancer,,,
1998,Male,Ovarian cancer,,,
1999,Male,Ovarian cancer,,,
2000,Male,Ovarian cancer,,,
2001,Male,Ovarian cancer,,,
2002,Male,Ovarian cancer,,,
2003,Male,Ovarian cancer,,,
2004,Male,Ovarian cancer,,,
2005,Male,Ovarian cancer,,,
2006,Male,Ovarian cancer,,,
2007,Male,Ovarian cancer,,,
2008,Male,Ovarian cancer,,,
2009,Male,Ovarian cancer,,,
2010,Male,Ovarian cancer,,,
2011,Male,Ovarian cancer,,,
1968,Female,Ovarian cancer,,,
1969,Female,Ovarian cancer,,,
1970,Female,Ovarian cancer,,,
1971,Female,Ovarian cancer,,,
1972,Female,Ovarian cancer,,,
1973,Female,Ovarian cancer,,,
1974,Female,Ovarian cancer,,,
1975,Female,Ovarian cancer,,,
1976,Female,Ovarian cancer,,,
